start_time,packet_count,avg_packet_size,std_packet_size,max_packet_size,direction_ratio,avg_iat,std_iat,label
0.0,238,476.66386554621846,571.781113548843,4162,0.7122302107033798,0.03823457689727912,0.09678662433813644,0
10.54949951171875,36,363.1666666666667,297.356880340298,1116,0.8947367950138528,0.25051107406616213,0.7060055593297223,1
21.032575368881226,32,350.75,271.7559388910952,602,0.8823528892733594,0.2817801967743904,0.5275708290456667,0
30.06625771522522,185,577.8054054054054,656.1083263000005,2746,0.9072164854926136,0.05338365487430407,0.16707033913229233,0
40.05679106712341,485,745.2989690721649,772.8730018326071,2736,0.7509025243649728,0.019748226670194262,0.05041864677121927,0
50.01049947738648,594,805.4680134680135,889.7127867961814,6741,0.7573964474633241,0.016830738238098237,0.035340607730323,0
60.25588822364807,668,739.8443113772455,802.7882499298692,2736,0.7441253244278713,0.014603647692450162,0.031031975687645624,0
70.01626443862915,420,798.9714285714285,868.1788109998286,2746,0.8260869529300567,0.022595109689207235,0.06094416343892689,0
80.28590154647827,286,715.1118881118881,696.5171662462604,3612,0.6923076882111971,0.032749025445235405,0.13454926189913147,0
92.23080730438232,14,370.7142857142857,342.65533896129693,1116,0.9999998571428775,0.5683305446918194,0.9970013328055762,0
100.78080439567566,20,334.0,274.9621983588213,602,0.99999990000001,0.4503214610250365,0.7800358461568011,0
110.45574164390564,85,673.2,775.6163263587775,3966,0.7708333172743059,0.11206595954440905,0.40482006313055086,0
120.44129252433775,54,377.2962962962963,433.1693045462918,2736,0.9999999629629643,0.17756225477974397,0.5041868179216602,0
130.02695035934448,339,707.6637168141593,784.8298343128685,3686,0.8729281719727725,0.029499513863106452,0.066306586822966,0
140.00351119041443,541,693.9371534195933,764.1861149387729,2736,0.7854785452624471,0.018430635664198135,0.04589861878657534,0
150.2556791305542,619,809.9095315024233,881.762724960104,2736,0.7994186023272715,0.015740390348588765,0.0340362458568138,0
160.00964093208313,672,790.5535714285714,815.4155387602124,5406,0.7230769212228797,0.014885569116220033,0.03957526089647089,0
170.00914025306702,460,800.3434782608696,833.8907700689438,2736,0.7692307662721893,0.021752139841549216,0.0511046580622353,0
180.03602123260498,2190,934.9442922374429,879.31207153253,9411,0.671755724678049,0.004516765590997089,0.013850920931556087,0
190.0620241165161,489,726.8548057259713,818.2526823885632,3686,0.7977941147139922,0.019106982184238123,0.07881062776661434,0
201.45226645469663,29,361.7241379310345,271.280415878863,602,0.8124999492187531,0.25498728241239377,0.5403603106003235,0
211.58561086654663,78,394.15384615384613,390.2809869199994,2658,0.8139534694429427,0.10810783002283667,0.28049913610981647,0
220.13665413856504,128,503.703125,496.9216633612551,1514,0.8823529282006922,0.07738044318251745,0.31517475911585124,0
230.06506633758545,134,566.7164179104477,638.1178929416845,2736,0.8873239311644517,0.07006074432143612,0.24336642254851934,0
240.73702216148376,47,339.27659574468083,310.73305348367677,1116,0.8799999648000014,0.19174017595208334,0.4104903882268302,0
250.802787065506,786,894.4376590330788,853.8619105866542,3172,0.7505567912014326,0.011680312976715635,0.04777693969444339,0
260.01190543174744,3304,988.0986682808717,866.8740599045716,5406,0.7235263428672267,0.0030239107678812125,0.007438820884162331,0
270.00248551368713,1485,917.006734006734,919.4582306771816,13416,0.7348130832537231,0.006733465387493452,0.033770612744379654,0
280.0067391395569,45,415.6666666666667,365.63742597377427,1116,0.8749999635416682,0.20566477016969162,0.3548291696838185,0
290.3744740486145,21,219.71428571428572,247.82113365432392,602,0.9090908264462886,0.43150317668914795,1.0657422712780655,0
300.97981548309326,17,380.0,328.32301168209335,1116,0.8888887901234679,0.5612147450447083,1.3284114837754155,1
312.32762932777405,8,334.0,286.50405133011895,602,0.9999997500000625,0.9244281905038017,1.569767068546422,1
324.3479323387146,4,334.0,309.4597442856394,602,0.99999950000025,0.319931427637736,0.5370603873368374,1
330.11873292922974,10,334.0,282.4968043083752,602,0.99999980000004,1.034737957848443,1.5546048920413704,1
340.0647542476654,34,468.11764705882354,621.2997502648334,2736,0.8888888395061756,0.2997069503321792,0.8687087074050436,1
350.8768458366394,6,334.0,293.57929082276905,602,0.9999996666667778,1.113778018951416,1.898288890694168,1
360.4426836967468,71,513.3802816901408,551.7659536484956,2746,0.613636349690083,0.133330614226205,0.6275425583198948,1
370.3376021385193,14,334.0,278.11674361124517,602,0.9999998571428775,0.6810299249795767,1.7309582078923453,1
383.31232810020447,8,334.0,286.50405133011895,602,0.9999997500000625,0.8950919083186639,1.4333739233946319,1
392.9518485069275,19,375.1578947368421,322.5049979212888,1116,0.8999999100000091,0.34397221936119926,1.03430038958352,1
401.94938230514526,38,441.05263157894734,484.26528062614057,2144,0.8999999550000022,0.21107723906233505,0.5778710926879634,1
410.06389021873474,10,334.0,282.4968043083752,602,0.99999980000004,1.0606164667341507,1.4469644147052299,1
420.332647562027,17,439.1764705882353,515.2994560561506,1630,0.8888887901234679,0.5892753899097443,1.5482700586838463,1
430.0501976013184,15,351.8666666666667,276.7892098089568,602,0.8749998906250137,0.6900507722582095,1.1665448355525863,1
440.2185032367706,19,348.10526315789474,274.9621983588213,602,0.8999999100000091,0.34596693515777904,0.6748894158744614,1
453.048193693161,6,334.0,293.57929082276905,602,0.9999996666667778,1.3195723056793214,2.223507300872836,1
460.2982597351074,38,416.3157894736842,392.06357077359064,1630,0.6521738846880919,0.2593446873329781,0.8293604984687951,1
471.3079042434693,16,367.5,274.6182805277172,602,0.7777776913580343,0.46243181228637315,0.8932656436770081,1
480.1158287525177,38,454.57894736842104,531.3547515335122,2144,0.8999999550000022,0.10957974356573981,0.24220486230064245,1
490.2253408432007,17,349.7647058823529,275.7697249091542,602,0.8888887901234679,0.5203742682933807,1.1125084797962168,1
501.42723631858826,8,334.0,286.50405133011895,602,0.9999997500000625,1.05495023727417,1.5203904174068281,1
513.5279304981232,4,334.0,309.4597442856394,602,0.99999950000025,0.5521517594655355,0.934945246179162,1
520.0275781154633,8,334.0,286.50405133011895,602,0.9999997500000625,1.1071990898677282,2.6088145735783637,1
532.2234828472137,10,334.0,282.4968043083752,602,0.99999980000004,0.7808693514929878,1.2481607232168477,1
543.7711617946625,25,486.0,562.7741554122755,2144,0.9230768520710114,0.10600121815999348,0.2005866699092807,1
550.199521780014,78,506.46153846153845,564.6871951546523,2746,0.6956521587901705,0.07729517639457405,0.2829552448379507,1
564.0876019001007,6,334.0,293.57929082276905,602,0.9999996666667778,0.8594402313232422,1.657071166013992,1
571.002690076828,6,334.0,293.57929082276905,602,0.9999996666667778,0.8975017070770264,1.3477822853431818,1
